,clean_sheets_perc,nationality,squad,draws,goals_against,player,save_perc,minutes_per_game,position,minutes,games_subs,games,age,wins,losses,goals_against_per90,games_starts,shots_on_target_against,clean_sheets
23,10.5,eng ENG,Oldham Athletic,5,31,Jon Hallworth,.677,90,GK,"1,710",0,19,27,5,8,1.63,19,96,2
24,12.5,wal WAL,Queens Park Rangers,4,27,Tony Roberts,.658,90,GK,"1,440",0,16,23,5,7,1.69,16,79,2
25,20.0,eng ENG,Oldham Athletic,7,25,Paul Gerrard,.699,90,GK,"1,440",1,16,20,1,8,1.56,15,83,3
26,26.7,,Ipswich Town,3,26,Clive Baker,.720,90,GK,"1,350",0,15,34,4,8,1.73,15,93,4
27,28.6,eng ENG,Aston Villa,2,22,Nigel Spink,.672,84,GK,"1,266",1,15,34,7,6,1.56,14,67,4
28,30.8,eng ENG,Sheffield United,6,18,Simon Tracey,.739,84,GK,"1,257",2,15,25,3,4,1.29,13,69,4
29,15.4,eng ENG,Liverpool,1,16,David James,.768,84,GK,"1,174",1,14,22,5,7,1.23,13,69,2
30,38.5,eng ENG,Blackburn Rovers,5,13,Bobby Mimms,.797,90,GK,"1,170",0,13,29,6,2,1.00,13,64,5
31,0.0,,Swindon Town,5,20,Elvis Hammond,.649,83,,"1,084",2,13,,3,5,1.66,11,57,0
32,18.2,wal WAL,Manchester City,6,12,Andy Dibble,.778,90,GK,990,0,11,28,4,1,1.09,11,54,2
33,10.0,eng ENG,Tottenham Hotspur,3,20,Ian Walker,.583,84,GK,926,1,11,21,2,6,1.94,10,48,1
34,20.0,eng ENG,Sheffield Wednesday,4,17,Chris Woods,.630,90,GK,900,0,10,33,1,5,1.70,10,46,2
35,22.2,sco SCO,Coventry City,4,13,Jonathan Gould,.629,90,GK,810,0,9,25,4,1,1.44,9,35,2
36,25.0,eng ENG,Manchester United,2,10,Gary Walsh,.787,90,GK,810,1,9,25,5,3,1.11,8,47,2
37,40.0,eng ENG,Southampton,0,6,Ian Andrews,.727,90,GK,450,0,5,28,2,3,1.20,5,22,2
38,33.3,eng ENG,Arsenal,1,3,Alan Miller,.813,80,GK,321,1,4,23,0,2,0.84,3,16,1
39,0.0,nir NIR,Newcastle United,1,5,Tommy Wright,.583,81,GK,244,1,3,29,1,1,1.84,2,12,0
40,0.0,,Chelsea,0,5,Kevin Hitchcock,.500,90,GK,180,0,2,30,0,2,2.50,2,10,0
41,50.0,eng ENG,Oldham Athletic,0,3,Lance Key,.625,90,GK,180,0,2,25,1,1,1.50,2,8,1
42,0.0,eng ENG,Swindon Town,0,5,Jon Sheffield,.500,73,GK,145,1,2,24,0,1,3.10,1,10,0
43,100.0,sco SCO,Wimbledon,0,0,Neil Sullivan,1.000,67,GK,133,1,2,23,1,0,0.00,1,6,1
44,0.0,sco SCO,Norwich City,2,2,Scott Howie,.667,48,GK,95,1,2,21,0,0,1.89,1,6,0
