,clean_sheets_perc,nationality,squad,draws,goals_against,player,save_perc,minutes_per_game,position,minutes,games_subs,games,age,wins,losses,goals_against_per90,games_starts,shots_on_target_against,clean_sheets
22,20.0,it ITA,Sunderland,5,20,Vito Mannone,.615,90,GK,900,0,10,26,1,4,2.00,10,52,2
23,40.0,eng ENG,Hull City,2,10,Lee Harper,.750,85,GK,852,0,10,42,3,5,1.06,10,40,4
24,37.5,eng ENG,Leicester City,1,8,Ben Hamer,.724,90,GK,720,0,8,26,3,4,1.00,8,29,3
25,33.3,eng ENG,Southampton,1,9,Kelvin Davis,.591,88,GK,617,1,7,37,2,4,1.31,6,22,2
26,83.3,cz CZE,Chelsea,0,2,Petr Čech,.889,87,GK,607,1,7,32,7,0,0.30,6,18,5
27,50.0,es ESP,Everton,3,6,Joel Robles,.714,84,GK,585,1,7,24,1,3,0.92,6,21,3
28,16.7,au AUS,Leicester City,2,10,Mark Schwarzer,.677,90,GK,540,0,6,41,0,4,1.67,6,31,1
29,0.0,eng ENG,Newcastle United,1,14,Jak Alnwick,.391,83,GK,495,1,6,21,2,3,2.55,5,23,0
30,33.3,nl NED,Tottenham Hotspur,1,5,Michel Vorm,.706,89,GK,357,1,4,30,2,1,1.26,3,17,1
31,66.7,ar ARG,Arsenal,0,4,Emiliano Martínez,.500,76,GK,302,1,4,21,2,1,1.19,3,8,2
32,33.3,ie IRL,Aston Villa,0,8,Shay Given,.529,90,GK,270,0,3,38,2,1,2.67,3,17,1
33,66.7,eng ENG,Stoke City,1,2,Jack Butland,.818,90,GK,270,0,3,21,1,1,0.67,3,11,2
34,50.0,eng ENG,Queens Park Rangers,0,8,Alex McCarthy,.529,79,GK,237,1,3,24,1,2,3.04,2,17,1
35,50.0,ch SUI,Hull City,2,2,Eldin Jakupović,.818,76,GK,228,1,3,29,0,1,0.79,2,11,1
36,33.3,ie IRL,Newcastle United,1,2,Rob Elliot,.714,75,GK,225,0,3,28,1,1,0.80,3,7,1
37,50.0,wal WAL,Crystal Palace,1,2,Wayne Hennessey,.667,72,GK,216,1,3,27,1,0,0.83,2,6,1
38,0.0,au AUS,Liverpool,1,5,Brad Jones,.444,65,GK,195,0,3,32,1,0,2.31,3,9,0
39,0.0,ar ARG,Southampton,0,3,Paulo Gazzaniga,.571,90,GK,180,0,2,22,1,1,1.50,2,7,0
40,0.0,ar ARG,Manchester City,0,4,Willy Caballero,.556,90,GK,180,0,2,32,2,0,2.00,2,9,0
41,0.0,de GER,Swansea City,0,3,Gerhard Tremmel,.571,56,GK,112,1,2,35,0,1,2.41,1,7,0
42,0.0,es ESP,Manchester United,1,1,Víctor Valdés,.857,54,GK,107,1,2,32,0,0,0.84,1,7,0
43,0.0,eng ENG,Aston Villa,0,1,Jed Steer,.667,90,GK,90,0,1,21,0,1,1.00,1,3,0
44,,fi FIN,West Ham United,1,0,Jussi Jääskeläinen,1.000,28,GK,28,1,1,39,0,0,0.00,0,3,1
