,goals,squad,shots_on_target,position,shots_on_target_per90,games_subs,goals_assists_pens_per90,minutes,goals_pens_per90,age,cards_per90,fouls_per90,cards_yellow,goals_per90,minutes_per_game,fouls,games_starts,assists,nationality,pens_att,goals_assists_per90,cards_red,pens_made,games,player
31,1,Birmingham City,8,DF,0.23,0,0.06,"3,091",0.03,23,0.29,1.02,10,0.03,88,35,35,1,eng ENG,0,0.06,0,0,35,Liam Ridgewell
32,0,Birmingham City,0,GK,0.00,0,0.00,"3,060",0.00,35,0.03,0.00,1,0.00,90,0,34,0,nir NIR,0,0.00,0,0,34,Maik Taylor
33,0,Sunderland,0,GK,0.00,0,0.00,"3,060",0.00,24,0.03,0.00,1,0.00,90,0,34,0,sco SCO,0,0.00,0,0,34,Craig Gordon
34,0,West Ham United,2,DF,0.06,0,0.03,"3,060",0.00,29,0.15,0.79,5,0.00,90,27,34,1,au AUS,0,0.03,0,0,34,Lucas Neill
35,0,Middlesbrough,0,GK,0.00,0,0.00,"3,060",0.00,34,0.06,0.00,2,0.00,90,0,34,0,au AUS,0,0.00,0,0,34,Mark Schwarzer
36,2,Manchester United,6,DF,0.18,0,0.09,"3,045",0.06,28,0.12,0.44,4,0.06,87,15,35,1,eng ENG,0,0.09,0,0,35,Rio Ferdinand
37,1,Sunderland,2,DF,0.06,4,0.03,"3,044",0.03,26,0.18,1.12,6,0.03,85,38,32,0,wal WAL,0,0.03,0,0,36,Danny Collins
38,0,Manchester City,1,DF,0.03,0,0.00,"3,041",0.00,27,0.15,0.80,3,0.00,85,27,36,0,ie IRL,0,0.00,2,0,36,Richard Dunne
39,0,Liverpool,3,"MF,DF",0.09,1,0.06,"3,040",0.00,29,0.12,0.83,4,0.00,87,28,34,2,eng ENG,0,0.06,0,0,35,Jamie Carragher
40,1,Manchester United,4,DF,0.12,2,0.03,"3,030",0.03,27,0.24,1.51,8,0.03,84,51,34,0,eng ENG,0,0.03,0,0,36,Wes Brown
41,3,Middlesbrough,19,DF,0.57,0,0.09,"3,015",0.09,20,0.24,1.34,8,0.09,89,45,34,0,eng ENG,0,0.09,0,0,34,David Wheater
42,6,Reading,25,FW,0.75,2,0.24,"3,008",0.18,23,0.03,0.81,1,0.18,84,27,34,2,ie IRL,1,0.24,0,0,36,Kevin Doyle
43,3,Newcastle United,8,"MF,DF",0.24,0,0.12,"2,998",0.09,32,0.33,1.62,11,0.09,86,54,35,1,eng ENG,0,0.12,0,0,35,Nicky Butt
44,2,Reading,9,DF,0.27,1,0.09,"2,990",0.06,29,0.18,0.81,6,0.06,88,27,33,1,is ISL,0,0.09,0,0,34,Ívar Ingimarsson
45,15,Tottenham Hotspur,54,FW,1.63,3,0.72,"2,988",0.42,26,0.09,1.63,3,0.45,83,54,33,10,bg BUL,1,0.75,0,1,36,Dimitar Berbatov
46,5,Manchester City,36,"MF,FW",1.09,0,0.39,"2,972",0.15,28,0.09,0.67,2,0.15,87,22,34,8,bg BUL,0,0.39,1,0,34,Martin Petrov
47,0,Manchester City,0,DF,0.00,1,0.03,"2,970",0.00,21,0.12,0.73,4,0.00,85,24,34,1,hr CRO,0,0.03,0,0,35,Vedran Ćorluka
48,2,Aston Villa,3,"DF,MF",0.09,1,0.09,"2,963",0.06,29,0.18,0.76,5,0.06,87,25,33,1,se SWE,0,0.09,1,0,34,Olof Mellberg
49,1,Wigan Athletic,11,"MF,DF",0.33,2,0.06,"2,963",0.03,30,0.12,0.76,3,0.03,85,25,33,1,ie IRL,0,0.06,1,0,35,Kevin Kilbane
50,24,Arsenal,61,FW,1.88,4,0.77,"2,926",0.65,23,0.09,1.69,3,0.74,81,55,32,4,tg TOG,3,0.86,0,3,36,Emmanuel Adebayor
51,0,Fulham,4,"DF,FW,MF",0.12,0,0.03,"2,925",0.00,26,0.18,0.74,5,0.00,89,24,33,1,eng ENG,0,0.03,1,0,33,Paul Konchesky
52,2,Blackburn Rovers,15,DF,0.47,0,0.06,"2,891",0.06,23,0.34,1.46,10,0.06,88,47,33,0,cg CGO,0,0.06,1,0,33,Christopher Samba
53,4,Blackburn Rovers,29,"MF,FW",0.91,5,0.19,"2,871",0.13,25,0.16,1.76,5,0.13,78,56,32,2,no NOR,0,0.19,0,0,37,Morten Gamst Pedersen
54,1,Everton,4,MF,0.13,1,0.13,"2,865",0.03,33,0.19,1.16,6,0.03,84,37,33,3,ie IRL,0,0.13,0,0,34,Lee Carsley
55,7,Arsenal,38,"FW,MF",1.20,0,0.69,"2,857",0.22,20,0.28,0.91,9,0.22,89,29,32,15,es ESP,0,0.69,0,0,32,Cesc Fàbregas
56,4,Portsmouth,34,MF,1.07,3,0.22,"2,854",0.13,22,0.06,0.98,2,0.13,84,31,31,3,hr CRO,1,0.22,0,0,34,Niko Kranjčar
57,4,Tottenham Hotspur,18,MF,0.57,2,0.19,"2,840",0.13,27,0.13,1.14,4,0.13,77,36,35,2,fr FRA,0,0.19,0,0,37,Steed Malbranque
58,11,Liverpool,53,MF,1.68,2,0.54,"2,838",0.25,27,0.10,0.82,3,0.35,84,26,32,9,eng ENG,3,0.63,0,3,34,Steven Gerrard
59,0,Bolton Wanderers,0,DF,0.00,1,0.03,"2,821",0.00,28,0.16,0.77,5,0.00,88,24,31,1,ie IRL,0,0.03,0,0,32,Andy O'Brien
60,0,Manchester United,2,DF,0.06,0,0.03,"2,820",0.00,26,0.13,1.21,4,0.00,86,38,33,1,fr FRA,0,0.03,0,0,33,Patrice Evra
61,7,Sunderland,34,FW,1.09,0,0.38,"2,818",0.22,22,0.06,0.89,2,0.22,85,28,33,5,tt TRI,0,0.38,0,0,33,Kenwyne Jones
62,0,West Ham United,5,MF,0.16,2,0.00,"2,803",0.00,28,0.10,1.19,3,0.00,82,37,32,0,eng ENG,0,0.00,0,0,34,Hayden Mullins
63,1,Portsmouth,3,"FW,DF",0.10,0,0.03,"2,790",0.03,32,0.06,0.77,2,0.03,90,24,31,0,eng ENG,0,0.03,0,0,31,Sol Campbell
64,5,Bolton Wanderers,18,MF,0.59,0,0.26,"2,765",0.16,25,0.33,1.79,10,0.16,84,55,33,3,eng ENG,0,0.26,0,0,33,Kevin Nolan
65,1,Blackburn Rovers,8,"MF,DF",0.26,2,0.07,"2,753",0.03,28,0.13,1.08,3,0.03,83,33,31,1,au AUS,0,0.07,1,0,33,Brett Emerton
66,2,Tottenham Hotspur,6,DF,0.20,1,0.13,"2,752",0.07,28,0.16,0.75,5,0.07,86,23,31,2,"fr FRA,gp GPE",0,0.13,0,0,32,Pascal Chimbonda
67,31,Manchester United,89,"FW,MF",2.92,3,1.08,"2,747",0.88,22,0.20,0.39,5,1.02,81,12,31,6,pt POR,5,1.21,1,4,34,Cristiano Ronaldo
68,4,Arsenal,7,DF,0.23,0,0.13,"2,723",0.13,29,0.20,0.43,6,0.13,88,13,31,0,fr FRA,0,0.13,0,0,31,William Gallas
69,15,Tottenham Hotspur,48,FW,1.59,4,0.53,"2,715",0.40,27,0.07,0.56,1,0.50,75,17,32,4,ie IRL,4,0.63,1,3,36,Robbie Keane
70,3,Wigan Athletic,16,"DF,MF",0.53,1,0.23,"2,711",0.10,21,0.17,1.26,5,0.10,88,38,30,4,ec ECU,0,0.23,0,0,31,Antonio Valencia
71,1,Portsmouth,11,DF,0.37,1,0.13,"2,705",0.03,22,0.10,0.87,3,0.03,87,26,30,3,eng ENG,0,0.13,0,0,31,Glen Johnson
72,14,Manchester United,52,FW,1.75,3,0.67,"2,676",0.47,23,0.03,1.31,1,0.47,79,39,31,6,ar ARG,0,0.67,0,0,34,Carlos Tevez
73,6,Fulham,30,"MF,FW",1.01,7,0.27,"2,670",0.20,24,0.13,2.26,4,0.20,74,67,29,2,us USA,0,0.27,0,0,36,Clint Dempsey
74,1,Manchester United,5,DF,0.17,0,0.03,"2,665",0.03,25,0.17,1.01,5,0.03,83,30,32,0,rs SRB,0,0.03,0,0,32,Nemanja Vidić
75,6,Birmingham City,15,MF,0.51,3,0.34,"2,665",0.20,22,0.17,1.72,5,0.20,76,51,32,4,se SWE,0,0.34,0,0,35,Seb Larsson
76,3,Arsenal,14,MF,0.47,0,0.17,"2,660",0.10,23,0.17,1.73,5,0.10,89,51,30,2,fr FRA,0,0.17,0,0,30,Mathieu Flamini
77,0,Fulham,4,DF,0.14,1,0.00,"2,660",0.00,27,0.00,0.24,0,0.00,89,7,29,0,nir NIR,0,0.00,0,0,30,Aaron Hughes
78,1,Everton,10,"DF,MF",0.34,7,0.10,"2,654",0.03,24,0.07,0.47,2,0.03,78,14,27,2,eng ENG,0,0.10,0,0,34,Phil Jagielka
79,3,Bolton Wanderers,23,FW,0.78,1,0.20,"2,640",0.10,30,0.34,2.90,10,0.10,83,85,31,3,eng ENG,0,0.20,0,0,32,Kevin Davies
80,4,Bolton Wanderers,28,"FW,MF",0.96,4,0.31,"2,637",0.14,26,0.38,1.74,11,0.14,78,51,30,5,sn SEN,0,0.31,0,0,34,El Hadji Diouf
81,0,Wigan Athletic,3,DF,0.10,0,0.07,"2,633",0.00,30,0.10,0.55,2,0.00,85,16,31,2,nl NED,0,0.07,1,0,31,Mario Melchiot
82,1,Newcastle United,3,DF,0.10,2,0.07,"2,632",0.03,21,0.10,0.55,3,0.03,85,16,29,1,eng ENG,0,0.07,0,0,31,Steven Taylor
83,0,Arsenal,0,GK,0.00,0,0.00,"2,610",0.00,30,0.00,0.00,0,0.00,90,0,29,0,es ESP,0,0.00,0,0,29,Manuel Almunia
84,1,Everton,3,DF,0.10,1,0.10,"2,609",0.03,26,0.00,0.59,0,0.03,87,17,29,2,ng NGA,0,0.10,0,0,30,Joseph Yobo
85,1,Middlesbrough,7,MF,0.24,4,0.10,"2,607",0.03,31,0.31,2.31,9,0.03,79,67,29,2,nl NED,0,0.10,0,0,33,George Boateng
86,3,Portsmouth,6,DF,0.21,2,0.17,"2,591",0.10,33,0.14,0.83,3,0.10,81,24,30,2,is ISL,0,0.17,1,0,32,Hermann Hreiðarsson
87,1,West Ham United,5,DF,0.17,0,0.03,"2,582",0.03,28,0.07,0.84,2,0.03,89,24,29,0,eng ENG,0,0.03,0,0,29,Matthew Upson
88,2,Arsenal,9,DF,0.32,1,0.18,"2,565",0.07,26,0.14,0.46,4,0.07,86,13,29,3,ci CIV,0,0.18,0,0,30,Kolo Touré
89,0,Manchester United,0,GK,0.00,0,0.00,"2,565",0.00,36,0.07,0.00,2,0.00,88,0,29,0,nl NED,0,0.00,0,0,29,Edwin van der Sar
90,4,Derby County,22,FW,0.77,0,0.21,"2,555",0.14,27,0.14,1.41,4,0.14,85,40,30,2,sco SCO,0,0.21,0,0,30,Kenny Miller
91,4,Manchester City,18,MF,0.64,1,0.28,"2,548",0.14,20,0.07,0.81,1,0.14,77,23,32,4,ie IRL,0,0.28,1,0,33,Stephen Ireland
92,13,Aston Villa,43,FW,1.52,0,0.50,"2,545",0.42,27,0.18,3.57,5,0.46,80,101,32,2,no NOR,1,0.53,0,1,32,John Carew
93,24,Liverpool,61,FW,2.17,4,0.99,"2,533",0.85,23,0.18,1.39,5,0.85,77,39,29,4,es ESP,0,0.99,0,0,33,Fernando Torres
94,10,Reading,28,FW,1.00,6,0.50,"2,522",0.36,27,0.11,2.11,2,0.36,74,59,28,4,eng ENG,0,0.50,1,0,34,Dave Kitson
95,0,Bolton Wanderers,0,GK,0.00,0,0.00,"2,520",0.00,32,0.04,0.00,1,0.00,90,0,28,0,fi FIN,0,0.00,0,0,28,Jussi Jääskeläinen
96,0,Sunderland,0,DF,0.00,0,0.00,"2,514",0.00,26,0.11,1.29,3,0.00,87,36,29,0,jm JAM,0,0.00,0,0,29,Nyron Nosworthy
97,4,Tottenham Hotspur,13,MF,0.47,1,0.33,"2,475",0.15,24,0.11,1.09,3,0.15,85,30,28,5,eng ENG,0,0.33,0,0,29,Jermaine Jenas
98,0,Wigan Athletic,10,MF,0.36,4,0.00,"2,473",0.00,30,0.40,2.58,11,0.00,80,71,27,0,eng ENG,0,0.00,0,0,31,Michael Brown
99,1,Newcastle United,5,DF,0.18,2,0.11,"2,472",0.04,29,0.18,0.47,5,0.04,85,13,27,2,sn SEN,0,0.11,0,0,29,Habib Beye
100,5,Fulham,21,MF,0.77,5,0.15,"2,470",0.11,30,0.15,1.17,4,0.18,75,32,28,1,eng ENG,3,0.22,0,2,33,Danny Murphy
101,7,Chelsea,29,MF,1.06,5,0.40,"2,468",0.26,25,0.18,1.09,5,0.26,75,30,28,4,eng ENG,0,0.40,0,0,33,Joe Cole
102,0,Derby County,4,DF,0.15,2,0.00,"2,466",0.00,33,0.18,1.64,5,0.00,80,45,29,0,jm JAM,0,0.00,0,0,31,Darren Moore
103,1,Arsenal,1,DF,0.04,0,0.11,"2,458",0.04,24,0.11,0.40,3,0.04,85,11,29,2,fr FRA,0,0.11,0,0,29,Bacary Sagna
104,1,Everton,19,MF,0.70,1,0.26,"2,447",0.04,25,0.11,1.88,2,0.04,87,51,27,6,es ESP,0,0.26,1,0,28,Mikel Arteta
105,3,Newcastle United,16,"MF,DF,FW",0.59,5,0.22,"2,441",0.11,21,0.18,1.07,5,0.11,76,29,27,3,fr FRA,0,0.22,0,0,32,Charles N'Zogbia
106,8,Manchester City,30,MF,1.11,5,0.52,"2,437",0.22,26,0.11,0.81,3,0.30,72,22,29,8,br BRA,2,0.59,0,2,34,Elano
107,2,Arsenal,11,MF,0.41,2,0.33,"2,425",0.07,26,0.11,1.00,3,0.07,78,27,29,7,by BLR,0,0.33,0,0,31,Alexander Hleb
108,0,Reading,0,DF,0.00,0,0.00,"2,420",0.00,32,0.11,0.45,3,0.00,86,12,28,0,sco SCO,0,0.00,0,0,28,Graeme Murty
109,1,Chelsea,4,DF,0.15,0,0.07,"2,413",0.04,26,0.19,0.82,4,0.04,89,22,27,1,eng ENG,0,0.07,1,0,27,Ashley Cole
110,1,Sunderland,5,"DF,MF",0.19,0,0.08,"2,397",0.04,25,0.26,1.31,7,0.04,89,35,27,1,eng ENG,1,0.08,0,0,27,Dean Whitehead
111,0,Newcastle United,5,"MF,FW",0.19,7,0.08,"2,396",0.00,26,0.38,2.85,9,0.00,73,76,26,2,eng ENG,0,0.08,1,0,33,Alan Smith
112,4,Portsmouth,18,MF,0.68,2,0.27,"2,369",0.11,22,0.30,1.86,6,0.15,82,49,27,4,gh GHA,1,0.30,2,1,29,Sulley Muntari
113,2,Wigan Athletic,5,DF,0.19,0,0.12,"2,340",0.08,26,0.19,0.85,5,0.08,90,22,26,1,eng ENG,0,0.12,0,0,26,Titus Bramble
114,0,Manchester City,0,GK,0.00,0,0.00,"2,340",0.00,20,0.00,0.00,0,0.00,90,0,26,0,eng ENG,0,0.00,0,0,26,Joe Hart
115,7,Wigan Athletic,21,FW,0.81,6,0.35,"2,330",0.27,29,0.04,0.77,1,0.27,75,20,25,2,eng ENG,0,0.35,0,0,31,Marcus Bent
116,0,Chelsea,0,GK,0.00,0,0.00,"2,313",0.00,25,0.00,0.00,0,0.00,89,0,26,0,cz CZE,0,0.00,0,0,26,Petr Čech
117,4,Everton,14,MF,0.54,2,0.23,"2,313",0.16,26,0.00,0.58,0,0.16,83,15,26,2,eng ENG,0,0.23,0,0,28,Leon Osman
118,15,Everton,32,FW,1.25,3,0.63,"2,303",0.55,24,0.08,2.23,2,0.59,74,57,28,2,ng NGA,1,0.66,0,1,31,Yakubu Aiyegbeni
119,3,West Ham United,16,MF,0.63,6,0.16,"2,289",0.04,20,0.24,0.94,6,0.12,74,24,25,3,eng ENG,2,0.24,0,2,31,Mark Noble
120,0,Liverpool,1,DF,0.04,2,0.00,"2,274",0.00,24,0.16,1.19,4,0.00,81,30,26,0,es ESP,0,0.00,0,0,28,Álvaro Arbeloa
121,0,Tottenham Hotspur,1,MF,0.04,3,0.00,"2,252",0.00,26,0.24,1.12,6,0.00,80,28,25,0,ci CIV,0,0.00,0,0,28,Didier Zokora
122,0,Tottenham Hotspur,0,GK,0.00,0,0.00,"2,250",0.00,27,0.00,0.00,0,0.00,90,0,25,0,eng ENG,0,0.00,0,0,25,Paul Robinson
123,0,Manchester City,1,DF,0.04,0,0.00,"2,250",0.00,19,0.16,0.84,4,0.00,90,21,25,0,eng ENG,0,0.00,0,0,25,Micah Richards
124,3,Manchester United,18,"MF,FW",0.73,5,0.32,"2,233",0.12,33,0.04,0.64,1,0.12,72,16,26,5,wal WAL,0,0.32,0,0,31,Ryan Giggs
125,2,Newcastle United,15,MF,0.61,4,0.16,"2,227",0.08,21,0.12,1.25,3,0.08,77,31,25,2,eng ENG,0,0.16,0,0,29,James Milner
126,0,Bolton Wanderers,5,"DF,MF",0.20,1,0.04,"2,223",0.00,28,0.08,0.85,2,0.00,86,21,25,1,jm JAM,0,0.04,0,0,26,Ricardo Gardner
127,8,Middlesbrough,22,"MF,FW",0.90,7,0.45,"2,212",0.33,25,0.20,1.46,5,0.33,65,36,27,3,tr TUR,0,0.45,0,0,34,Tuncay Şanlı
128,0,Manchester City,3,MF,0.12,3,0.00,"2,203",0.00,33,0.33,2.08,8,0.00,76,51,26,0,de GER,0,0.00,0,0,29,Dietmar Hamann
129,0,Wigan Athletic,3,DF,0.12,1,0.00,"2,203",0.00,27,0.04,0.53,1,0.00,88,13,24,0,bb BRB,0,0.00,0,0,25,Emmerson Boyce
130,2,Manchester United,8,MF,0.33,7,0.16,"2,203",0.08,26,0.08,0.49,2,0.08,71,12,24,2,eng ENG,0,0.16,0,0,31,Michael Carrick
131,1,Tottenham Hotspur,6,DF,0.25,1,0.04,"2,195",0.04,23,0.12,0.62,3,0.04,81,15,26,0,eng ENG,0,0.04,0,0,27,Michael Dawson
132,1,Aston Villa,3,DF,0.12,2,0.08,"2,191",0.04,27,0.08,0.82,1,0.04,81,20,25,1,eng ENG,0,0.08,1,0,27,Zat Knight
133,12,Manchester United,53,"FW,MF",2.19,2,0.95,"2,181",0.50,21,0.33,1.57,8,0.50,81,38,25,11,eng ENG,1,0.95,0,0,27,Wayne Rooney
134,11,Newcastle United,29,FW,1.20,5,0.37,"2,175",0.37,27,0.08,0.74,2,0.46,75,18,24,0,eng ENG,2,0.46,0,2,29,Michael Owen
135,3,Liverpool,18,"MF,DF,FW",0.75,8,0.33,"2,166",0.04,27,0.08,1.45,2,0.12,68,35,24,7,nl NED,2,0.42,0,2,32,Dirk Kuyt
136,1,Liverpool,8,"DF,MF",0.33,0,0.08,"2,154",0.04,23,0.29,1.46,6,0.04,86,35,25,1,ar ARG,0,0.08,1,0,25,Javier Mascherano
137,5,Middlesbrough,25,"FW,MF",1.05,3,0.42,"2,152",0.21,24,0.17,1.13,3,0.21,74,27,26,5,fr FRA,0,0.42,1,0,29,Jérémie Aliadière
138,7,Chelsea,26,FW,1.10,6,0.72,"2,133",0.30,21,0.04,1.18,1,0.30,71,28,24,10,ci CIV,0,0.72,0,0,30,Salomon Kalou
139,0,Middlesbrough,3,DF,0.13,1,0.00,"2,131",0.00,24,0.13,0.97,3,0.00,89,23,23,0,at AUT,0,0.00,0,0,24,Emanuel Pogatetz
140,2,Tottenham Hotspur,9,"MF,FW",0.38,4,0.17,"2,128",0.08,20,0.04,0.38,1,0.08,73,9,25,2,eng ENG,0,0.17,0,0,29,Aaron Lennon
141,6,Chelsea,16,"MF,DF",0.69,4,0.39,"2,096",0.26,24,0.26,0.99,5,0.26,78,23,23,3,gh GHA,0,0.39,1,0,27,Michael Essien
142,2,Everton,5,MF,0.22,3,0.09,"2,079",0.09,25,0.26,1.95,6,0.09,74,45,25,0,za RSA,0,0.09,0,0,28,Steven Pienaar
143,4,Wigan Athletic,22,FW,0.96,1,0.26,"2,072",0.17,29,0.22,1.87,5,0.17,74,43,27,2,eng ENG,0,0.26,0,0,28,Emile Heskey
144,2,Chelsea,7,DF,0.30,6,0.13,"2,072",0.09,25,0.17,1.00,4,0.09,74,23,22,1,br BRA,0,0.13,0,0,28,Alex
145,1,Bolton Wanderers,7,"DF,MF",0.31,2,0.09,"2,059",0.04,33,0.35,1.62,8,0.04,76,37,25,1,es ESP,0,0.09,0,0,27,Iván Campo
146,2,Newcastle United,13,"MF,DF",0.57,3,0.26,"2,056",0.09,28,0.13,1.01,3,0.09,76,23,24,4,cm CMR,0,0.26,0,0,27,Geremi
147,9,Newcastle United,31,FW,1.36,8,0.48,"2,050",0.35,22,0.04,0.92,1,0.40,66,21,23,3,ng NGA,1,0.53,0,1,31,Obafemi Martins
148,3,Birmingham City,17,"FW,MF",0.75,8,0.18,"2,045",0.00,24,0.18,1.98,4,0.13,64,45,24,4,eng ENG,3,0.31,0,3,32,Gary McSheffrey
149,0,Blackburn Rovers,3,DF,0.13,4,0.00,"2,026",0.00,33,0.09,1.47,2,0.00,75,33,23,0,nl NED,0,0.00,0,0,27,André Ooijer
150,1,Liverpool,6,DF,0.27,3,0.04,"2,025",0.04,33,0.04,0.76,1,0.04,75,17,24,0,fi FIN,0,0.04,0,0,27,Sami Hyypiä
151,1,Bolton Wanderers,8,MF,0.36,10,0.04,"2,020",0.04,29,0.22,2.00,5,0.04,65,45,21,0,eng ENG,0,0.04,0,0,31,Gavin McCann
152,5,Birmingham City,19,"FW,MF",0.85,4,0.18,"2,018",0.18,26,0.22,1.74,5,0.22,78,39,22,0,fr FRA,1,0.22,0,1,26,Olivier Kapo
153,5,Portsmouth,14,"MF,FW",0.63,4,0.36,"2,014",0.22,25,0.04,1.52,1,0.22,69,34,25,3,ng NGA,0,0.36,0,0,29,John Utaka
154,1,Derby County,3,DF,0.13,3,0.09,"2,010",0.04,24,0.09,0.94,2,0.04,80,21,22,1,jm JAM,0,0.09,0,0,25,Tyrone Mears
155,6,Sunderland,19,FW,0.85,12,0.27,"2,008",0.22,23,0.31,1.61,7,0.27,61,36,21,1,eng ENG,1,0.31,0,1,33,Michael Chopra
156,0,Derby County,2,"MF,DF",0.09,4,0.04,"2,001",0.00,23,0.13,1.12,3,0.00,77,25,22,1,eng ENG,0,0.04,0,0,26,Dean Leacock
157,10,West Ham United,38,FW,1.71,11,0.45,"2,000",0.45,23,0.00,2.25,0,0.45,65,50,20,0,eng ENG,0,0.45,0,0,31,Dean Ashton
