,goals,squad,shots_on_target,position,shots_on_target_per90,games_subs,goals_assists_pens_per90,minutes,goals_pens_per90,age,cards_per90,fouls_per90,cards_yellow,goals_per90,minutes_per_game,fouls,games_starts,assists,nationality,pens_att,goals_assists_per90,cards_red,pens_made,games,player
83,0,Manchester City,8,"MF,DF,FW",0.23,0,0.09,"3,107",0.00,31,0.12,,4,0.00,89,,35,3,eng ENG,0,0.09,0,0,35,Steve McMahon
84,5,Manchester United,14,MF,0.41,3,0.29,"3,090",0.15,21,0.17,,6,0.15,84,,34,5,ie IRL,0,0.29,0,0,37,Roy Keane
85,4,Southampton,10,DF,0.29,0,0.12,"3,083",0.12,28,0.09,,3,0.12,88,,35,0,nl NED,0,0.12,0,0,35,Ken Monkou
86,0,Southampton,0,DF,0.00,3,0.00,"3,082",0.00,24,0.15,,4,0.00,83,,34,0,eng ENG,0,0.00,1,0,37,Francis Benali
87,0,Blackburn Rovers,9,MF,0.26,1,0.09,"3,081",0.00,24,0.12,,4,0.00,88,,34,3,eng ENG,0,0.09,0,0,35,David Batty
88,10,Leeds United,28,MF,0.82,1,0.44,"3,076",0.29,23,0.09,,3,0.29,85,,35,5,wal WAL,0,0.44,0,0,36,Gary Speed
89,5,Sheffield United,17,MF,0.50,3,0.29,"3,072",0.15,22,0.29,,10,0.15,81,,35,5,eng ENG,0,0.29,0,0,38,Dane Whitehouse
90,16,Queens Park Rangers,51,FW,1.49,1,0.59,"3,072",0.41,26,0.09,,2,0.47,85,,35,6,eng ENG,2,0.64,1,2,36,Les Ferdinand
91,5,Ipswich Town,32,FW,0.94,3,0.24,"3,058",0.15,23,0.09,,3,0.15,83,,34,3,eng ENG,0,0.24,0,0,37,Chris Kiwomya
92,0,Newcastle United,4,DF,0.12,0,0.06,"3,045",0.00,26,0.03,,1,0.00,90,,34,2,eng ENG,0,0.06,0,0,34,John Beresford
93,0,Arsenal,6,DF,0.18,0,0.03,"3,034",0.00,29,0.09,,3,0.00,89,,34,1,eng ENG,0,0.03,0,0,34,Nigel Winterburn
94,1,Manchester City,5,DF,0.15,1,0.06,"3,029",0.03,24,0.15,,5,0.03,87,,34,1,nl NED,0,0.06,0,0,35,Michel Vonk
95,0,Chelsea,11,MF,0.33,3,0.06,"3,028",0.00,21,0.03,,1,0.00,84,,33,2,eng ENG,0,0.06,0,0,36,Eddie Newton
96,1,Coventry City,8,"MF,DF",0.24,0,0.09,"3,027",0.03,28,0.00,,0,0.03,89,,34,2,sco SCO,0,0.09,0,0,34,David Rennie
97,6,Norwich City,14,MF,0.42,0,0.30,"3,022",0.18,28,0.03,,1,0.18,89,,34,4,wal WAL,0,0.30,0,0,34,Jeremy Goss
98,0,Ipswich Town,9,MF,0.27,0,0.03,"3,002",0.00,31,0.03,,1,0.00,88,,34,1,wal WAL,0,0.03,0,0,34,Geraint Williams
99,17,Leeds United,46,FW,1.38,3,0.66,"2,993",0.51,23,0.09,,3,0.51,81,,34,5,eng ENG,1,0.66,0,0,37,Rod Wallace
100,4,Chelsea,14,MF,0.42,0,0.39,"2,990",0.09,26,0.09,,2,0.12,85,,35,10,eng ENG,2,0.42,1,1,35,Dennis Wise
101,1,Swindon Town,5,DF,0.15,1,0.03,"2,987",0.03,21,0.09,,3,0.03,85,,34,0,eng ENG,0,0.03,0,0,35,Adrian Whitbread
102,18,Manchester United,49,FW,1.48,0,0.81,"2,987",0.48,27,0.12,,2,0.54,88,,34,11,fr FRA,2,0.87,2,2,34,Eric Cantona
103,6,Tottenham Hotspur,22,MF,0.66,2,0.48,"2,981",0.18,21,0.00,,0,0.18,81,,35,10,eng ENG,0,0.48,0,0,37,Darren Anderton
104,3,Coventry City,14,MF,0.42,3,0.21,"2,980",0.09,25,0.09,,3,0.09,83,,33,4,eng ENG,0,0.21,0,0,36,Sean Flynn
105,11,Wimbledon,36,FW,1.09,1,0.42,"2,979",0.33,30,0.12,,4,0.33,83,,35,3,eng ENG,0,0.42,0,0,36,John Fashanu
106,1,West Ham United,10,"MF,FW",0.30,0,0.18,"2,972",0.03,24,0.06,,2,0.03,90,,33,5,eng ENG,0,0.18,0,0,33,Mike Marsh
107,0,Swindon Town,6,MF,0.18,6,0.03,"2,971",0.00,20,0.09,,3,0.00,78,,32,1,nir NIR,0,0.03,0,0,38,Kevin Horlock
108,0,Coventry City,0,GK,0.00,0,0.00,"2,970",0.00,35,0.00,,0,0.00,90,,33,0,eng ENG,0,0.00,0,0,33,Steve Ogrizovic
109,2,Wimbledon,8,MF,0.25,0,0.12,"2,938",0.06,28,0.31,,10,0.06,89,,33,2,wal WAL,0,0.12,0,0,33,Vinnie Jones
110,13,Manchester United,29,"MF,FW",0.90,6,0.65,"2,897",0.40,19,0.00,,0,0.40,76,,32,8,wal WAL,0,0.65,0,0,38,Ryan Giggs
111,0,Ipswich Town,8,DF,0.25,0,0.00,"2,895",0.00,29,0.03,,1,0.00,91,,32,0,eng ENG,0,0.00,0,0,32,Neil Thompson
112,9,Sheffield United,32,FW,0.99,1,0.37,"2,895",0.28,28,0.09,,3,0.28,88,,32,3,no NOR,0,0.37,0,0,33,Jostein Flo
113,1,Oldham Athletic,6,DF,0.19,2,0.06,"2,894",0.03,25,0.19,,6,0.03,88,,31,1,eng ENG,0,0.06,0,0,33,Steve Redmond
114,0,Sheffield Wednesday,0,GK,0.00,0,0.00,"2,880",0.00,25,0.00,,0,0.00,90,,32,0,eng ENG,0,0.00,0,0,32,Kevin Pressman
115,1,Everton,4,DF,0.12,0,0.06,"2,880",0.03,27,0.09,,3,0.03,90,,32,1,eng ENG,0,0.06,0,0,32,Gary Ablett
116,0,Queens Park Rangers,5,DF,0.16,0,0.12,"2,880",0.00,28,0.12,,4,0.00,90,,32,4,eng ENG,0,0.12,0,0,32,David Bardsley
117,0,Arsenal,8,DF,0.25,1,0.06,"2,876",0.00,29,0.06,,2,0.00,87,,32,2,eng ENG,0,0.06,0,0,33,Lee Dixon
118,9,Oldham Athletic,26,FW,0.82,3,0.38,"2,868",0.28,32,0.06,,1,0.28,84,,31,3,sco SCO,0,0.38,1,0,34,Graeme Sharp
119,3,Leeds United,16,MF,0.50,1,0.28,"2,860",0.09,36,0.00,,0,0.09,87,,32,6,sco SCO,0,0.28,0,0,33,Gordon Strachan
120,0,Tottenham Hotspur,0,GK,0.00,0,0.00,"2,854",0.00,30,0.00,,0,0.00,89,,32,0,no NOR,0,0.00,0,0,32,Erik Thorstvedt
121,2,Norwich City,6,DF,0.19,0,0.10,"2,826",0.06,29,0.13,,4,0.06,88,,32,1,eng ENG,0,0.10,0,0,32,Rob Newman
122,6,Blackburn Rovers,19,"FW,MF",0.61,2,0.39,"2,802",0.19,22,0.03,,1,0.19,85,,31,6,eng ENG,0,0.39,0,0,33,Jason Wilcox
123,4,Liverpool,18,MF,0.58,6,,"2,802",,20,,,4,0.13,80,,29,4,eng ENG,,0.26,,,35,Jamie Redknapp
124,0,Manchester City,0,GK,0.00,0,0.00,"2,790",0.00,32,0.00,,0,0.00,90,,31,0,eng ENG,0,0.00,0,0,31,Tony Coton
125,5,Oldham Athletic,15,MF,0.48,0,0.16,"2,787",0.16,20,0.03,,1,0.16,87,,32,0,sco SCO,0,0.16,0,0,32,Paul Bernard
126,1,Newcastle United,3,MF,0.10,0,0.06,"2,780",0.03,31,0.10,,3,0.03,87,,32,1,eng ENG,0,0.06,0,0,32,Paul Bracewell
127,3,Liverpool,11,DF,0.36,0,0.06,"2,773",0.03,24,0.06,,2,0.10,90,,31,1,eng ENG,3,0.13,0,2,31,Julian Dicks
128,3,West Ham United,12,MF,0.39,1,0.29,"2,771",0.10,23,0.00,,0,0.10,82,,33,6,eng ENG,0,0.29,0,0,34,Matty Holmes
129,1,Ipswich Town,9,DF,0.29,5,0.07,"2,761",0.03,25,0.07,,2,0.03,77,,31,1,eng ENG,0,0.07,0,0,36,Steve Palmer
130,6,Oldham Athletic,22,MF,0.72,0,0.36,"2,754",0.16,28,0.03,,0,0.20,73,,38,6,,2,0.39,1,1,38,Rick Holden
131,3,Queens Park Rangers,8,"DF,MF",0.26,2,0.13,"2,751",0.10,21,0.07,,2,0.10,83,,31,1,eng ENG,0,0.13,0,0,33,Andy Impey
132,0,West Ham United,3,DF,0.10,1,0.00,"2,745",0.00,33,0.00,,0,0.00,86,,31,0,eng ENG,0,0.00,0,0,32,Tony Gale
133,3,Sheffield Wednesday,9,DF,0.30,3,0.16,"2,741",0.10,27,0.10,,2,0.10,86,,29,2,eng ENG,0,0.16,1,0,32,Andy Pearce
134,8,Sheffield Wednesday,21,"MF,DF",0.69,7,0.46,"2,739",0.26,19,0.03,,1,0.26,74,,30,6,eng ENG,0,0.46,0,0,37,Chris Bart-Williams
135,1,Liverpool,5,DF,0.17,0,0.03,"2,726",0.03,29,0.07,,2,0.03,88,,31,0,eng ENG,0,0.03,0,0,31,Mark Wright
136,1,Leeds United,6,DF,0.20,1,0.10,"2,722",0.03,22,0.03,,1,0.03,85,,31,2,eng ENG,0,0.10,0,0,32,David Wetherall
137,1,Southampton,13,MF,0.43,3,0.13,"2,709",0.03,30,0.17,,5,0.03,85,,29,3,eng ENG,0,0.13,0,0,32,Paul Allen
138,1,Swindon Town,8,"MF,DF",0.27,1,0.07,"2,703",0.03,32,0.17,,5,0.03,85,,31,1,nl NED,0,0.07,0,0,32,Luc Nijholt
139,3,Aston Villa,16,MF,0.53,0,0.20,"2,701",0.10,30,0.07,,2,0.10,84,,32,3,ie IRL,0,0.20,0,0,32,Andy Townsend
140,0,Sheffield United,0,GK,0.00,1,0.00,"2,683",0.00,24,0.00,,0,0.00,89,,29,0,ie IRL,0,0.00,0,0,30,Alan Kelly Jr.
141,1,Manchester City,6,DF,0.20,0,0.03,"2,676",0.03,26,0.03,,1,0.03,89,,30,0,ie IRL,0,0.03,0,0,30,Terry Phelan
142,14,Arsenal,38,FW,1.28,9,0.57,"2,667",0.47,23,0.00,,0,0.47,72,,28,3,eng ENG,1,0.57,0,0,37,Kevin Campbell
143,4,Queens Park Rangers,18,MF,0.61,2,0.20,"2,665",0.14,20,0.00,,0,0.14,83,,30,2,eng ENG,0,0.20,0,0,32,Trevor Sinclair
144,1,Sheffield Wednesday,6,"DF,MF",0.20,1,0.14,"2,661",0.03,31,0.00,,0,0.03,86,,30,3,nir NIR,0,0.14,0,0,31,Nigel Worthington
145,1,Southampton,12,DF,0.41,4,0.10,"2,644",0.03,21,0.03,,1,0.03,80,,29,2,eng ENG,0,0.10,0,0,33,Simon Charlton
146,0,Aston Villa,8,DF,0.27,0,0.07,"2,642",0.00,33,0.07,,2,0.00,88,,30,2,ie IRL,0,0.07,0,0,30,Paul McGrath
147,3,Newcastle United,16,MF,0.55,1,0.34,"2,627",0.10,27,0.00,,0,0.10,88,,29,7,eng ENG,0,0.34,0,0,30,Scott Sellars
148,0,Sheffield United,4,DF,0.14,0,0.00,"2,626",0.00,21,0.17,,4,0.00,85,,31,0,eng ENG,0,0.00,1,0,31,Dave Tuttle
149,1,Tottenham Hotspur,4,DF,0.14,0,0.03,"2,622",0.03,26,0.10,,3,0.03,87,,30,0,eng ENG,0,0.03,0,0,30,Kevin Scott
150,1,Chelsea,6,DF,0.21,0,0.07,"2,610",0.03,23,0.10,,3,0.03,90,,29,1,dk DEN,0,0.07,0,0,29,Jakob Kjeldbjerg
151,1,Sheffield Wednesday,8,MF,0.28,9,0.14,"2,590",0.03,22,0.03,,1,0.03,72,,27,3,eng ENG,0,0.14,0,0,36,Graham Hyde
152,0,Aston Villa,0,GK,0.00,1,0.00,"2,584",0.00,21,0.00,,0,0.00,89,,28,0,au AUS,0,0.00,0,0,29,Mark Bosnich
153,0,Coventry City,2,DF,0.07,0,0.03,"2,578",0.00,32,0.00,,0,0.00,89,,29,1,eng ENG,0,0.03,0,0,29,Brian Borrows
154,0,Liverpool,0,GK,0.00,0,0.00,"2,576",0.00,35,0.00,,0,0.00,89,,29,0,zw ZIM,0,0.00,0,0,29,Bruce Grobbelaar
155,1,Everton,12,MF,0.42,4,0.07,"2,562",0.04,31,0.11,,3,0.04,80,,28,1,wal WAL,0,0.07,0,0,32,Barry Horne
156,8,Tottenham Hotspur,31,MF,1.09,4,0.39,"2,559",0.28,25,0.00,,0,0.28,80,,28,3,eng ENG,0,0.39,0,0,32,Jason Dozzell
157,6,Manchester City,29,FW,1.02,4,0.28,"2,554",0.21,21,0.00,,0,0.21,77,,29,2,eng ENG,0,0.28,0,0,33,Mike Sheron
158,8,Coventry City,35,FW,1.23,4,0.32,"2,554",0.28,31,0.04,,1,0.28,66,,35,1,eng ENG,1,0.32,0,0,39,Micky Quinn
159,1,Swindon Town,8,MF,0.28,4,0.07,"2,549",0.04,27,0.14,,4,0.04,77,,29,1,eng ENG,0,0.07,0,0,33,Martin Ling
160,2,Liverpool,17,MF,0.60,1,0.28,"2,548",0.07,21,0.00,,0,0.07,85,,29,6,eng ENG,0,0.28,0,0,30,Steve McManaman
161,8,Aston Villa,18,FW,0.64,0,0.46,"2,541",0.28,25,0.04,,1,0.28,88,,29,5,eng ENG,0,0.46,0,0,29,Dalian Atkinson
162,1,Liverpool,8,DF,0.28,4,0.11,"2,540",0.04,31,0.04,,1,0.04,82,,27,2,sco SCO,0,0.11,0,0,31,Steve Nicol
163,2,Newcastle United,8,"MF,DF",0.28,3,0.14,"2,533",0.07,19,0.04,,1,0.07,79,,29,2,eng ENG,0,0.14,0,0,32,Steve Watson
164,0,Tottenham Hotspur,2,"MF,DF",0.07,0,0.00,"2,526",0.00,31,0.04,,1,0.00,87,,29,0,eng ENG,0,0.00,0,0,29,Gary Mabbutt
165,1,Manchester City,6,DF,0.21,0,0.04,"2,523",0.00,29,0.11,,3,0.04,87,,29,1,eng ENG,2,0.07,0,1,29,Keith Curle
166,10,Ipswich Town,31,"DF,FW",1.11,1,0.39,"2,510",0.36,27,0.00,,0,0.36,87,,28,1,eng ENG,0,0.39,0,0,29,Ian Marshall
