,pens_made,goals_assists_per90,position,fouls,goals,player,goals_assists_pens_per90,squad,goals_per90,minutes_per_game,games_starts,games_subs,cards_per90,shots_on_target_per90,goals_pens_per90,games,cards_yellow,cards_red,nationality,assists,minutes,fouls_per90,age,shots_on_target,pens_att
18,2,0.95,"FW,MF",48,24,Alexis Sánchez,0.90,Arsenal,0.67,85,36,2,0.17,1.37,0.62,38,6,0,cl CHI,10,"3,217",1.34,27,49,3
19,0,0.22,MF,52,7,Étienne Capoue,0.22,Watford,0.20,87,37,0,0.14,0.53,0.20,37,5,0,fr FRA,1,"3,203",1.46,28,19,0
20,0,0.11,MF,22,3,Sam Clucas,0.11,Hull City,0.08,86,36,1,0.28,0.20,0.08,37,9,1,eng ENG,1,"3,185",0.62,25,7,0
21,0,0.09,DF,37,1,Ashley Williams,0.09,Everton,0.03,88,35,1,0.23,0.17,0.03,36,7,1,wal WAL,2,"3,160",1.05,31,6,0
22,0,0.66,"DF,MF",20,8,Christian Eriksen,0.66,Tottenham Hotspur,0.23,88,36,0,0.00,1.28,0.23,36,0,0,dk DEN,15,"3,157",0.57,24,45,0
23,7,0.29,MF,38,7,James Milner,0.09,Liverpool,0.20,88,36,0,0.14,0.49,0.00,36,5,0,eng ENG,3,"3,154",1.08,30,17,8
24,0,0.06,DF,33,0,Nacho Monreal,0.06,Arsenal,0.00,88,35,1,0.14,0.06,0.00,36,5,0,es ESP,2,"3,153",0.94,30,2,0
25,0,0.03,DF,58,0,Erik Pieters,0.03,Stoke City,0.00,88,35,1,0.14,0.00,0.00,36,5,0,nl NED,1,"3,151",1.66,27,0,0
26,0,0.06,DF,34,1,Ryan Shawcross,0.06,Stoke City,0.03,90,35,0,0.17,0.17,0.03,35,6,0,eng ENG,1,"3,150",0.97,28,6,0
27,0,0.00,GK,0,0,Artur Boruc,0.00,Bournemouth,0.00,90,35,0,0.06,0.00,0.00,35,2,0,pl POL,0,"3,150",0.00,36,0,0
28,0,0.00,GK,0,0,David de Gea,0.00,Manchester United,0.00,90,35,0,0.06,0.00,0.00,35,2,0,es ESP,0,"3,150",0.00,25,0,0
29,0,0.00,GK,0,0,Tom Heaton,0.00,Burnley,0.00,90,35,0,0.03,0.00,0.00,35,1,0,eng ENG,0,"3,150",0.00,30,0,0
30,0,0.09,DF,16,2,Michael Keane,0.09,Burnley,0.06,90,35,0,0.11,0.20,0.06,35,4,0,eng ENG,1,"3,150",0.46,23,7,0
31,0,0.03,DF,25,1,Bruno Martins Indi,0.03,Stoke City,0.03,90,35,0,0.11,0.20,0.03,35,4,0,nl NED,0,"3,146",0.72,24,7,0
32,0,0.20,DF,26,6,Gareth McAuley,0.20,West Bromwich Albion,0.17,87,36,0,0.14,0.20,0.17,36,5,0,nir NIR,1,"3,140",0.75,36,7,0
33,0,0.06,MF,54,1,N'Golo Kanté,0.06,Chelsea,0.03,90,35,0,0.26,0.20,0.03,35,9,0,fr FRA,1,"3,138",1.55,25,7,0
34,2,0.49,FW,81,15,Christian Benteke,0.43,Crystal Palace,0.43,87,36,0,0.29,1.15,0.37,36,10,0,be BEL,2,"3,131",2.33,25,40,4
35,0,0.15,"DF,MF",29,2,Christian Fuchs,0.15,Leicester City,0.06,86,35,1,0.29,0.17,0.06,36,10,0,at AUT,3,"3,103",0.84,30,6,0
36,0,0.00,GK,0,0,Petr Čech,0.00,Arsenal,0.00,89,35,0,0.06,0.00,0.00,35,2,0,cz CZE,0,"3,097",0.00,34,0,0
37,0,0.15,MF,61,0,Jason Puncheon,0.15,Crystal Palace,0.00,86,35,1,0.26,0.29,0.00,36,9,0,eng ENG,5,"3,091",1.78,30,10,0
38,0,0.76,FW,42,20,Diego Costa,0.76,Chelsea,0.58,88,35,0,0.29,1.20,0.58,35,10,0,es ESP,6,"3,082",1.23,27,41,1
39,0,0.18,DF,44,1,Adam Smith,0.18,Bournemouth,0.03,86,34,2,0.18,0.18,0.03,36,6,0,eng ENG,5,"3,079",1.29,25,6,0
40,0,0.03,MF,64,1,Oriol Romeu,0.03,Southampton,0.03,88,35,0,0.32,0.18,0.03,35,11,0,es ESP,0,"3,071",1.88,24,6,0
41,0,0.53,"FW,MF",50,11,Roberto Firmino,0.53,Liverpool,0.32,88,34,1,0.15,1.32,0.32,35,5,0,br BRA,7,"3,062",1.47,24,45,0
42,0,0.21,DF,12,4,Charlie Daniels,0.21,Bournemouth,0.12,90,34,0,0.03,0.18,0.12,34,1,0,eng ENG,3,"3,060",0.35,29,6,0
43,0,0.09,"MF,DF",25,2,Eric Dier,0.09,Tottenham Hotspur,0.06,85,34,2,0.18,0.21,0.06,36,6,0,eng ENG,1,"3,043",0.74,22,7,0
44,1,0.74,MF,50,18,Dele Alli,0.71,Tottenham Hotspur,0.53,82,35,2,0.12,1.33,0.50,37,4,0,eng ENG,7,"3,034",1.48,20,45,1
45,0,0.45,"MF,FW",56,7,Wilfried Zaha,0.45,Crystal Palace,0.21,86,34,1,0.24,0.54,0.21,35,8,0,eng ENG,8,"3,019",1.67,23,18,0
46,0,0.03,DF,23,1,Ben Mee,0.03,Burnley,0.03,89,34,0,0.15,0.18,0.03,34,5,0,eng ENG,0,"3,015",0.69,26,6,0
47,0,0.15,MF,64,4,Victor Wanyama,0.15,Tottenham Hotspur,0.12,84,35,1,0.30,0.39,0.12,36,10,0,ke KEN,1,"3,012",1.91,25,13,0
48,0,0.00,GK,0,0,Hugo Lloris,0.00,Tottenham Hotspur,0.00,88,34,0,0.00,0.00,0.00,34,0,0,fr FRA,0,"3,004",0.00,29,0,0
49,0,0.03,DF,35,0,Danny Simpson,0.03,Leicester City,0.00,85,34,1,0.36,0.00,0.00,35,12,0,eng ENG,1,"2,988",1.05,29,0,0
50,2,0.63,"MF,FW",19,16,Eden Hazard,0.57,Chelsea,0.48,83,36,0,0.09,0.97,0.42,36,3,0,be BEL,5,"2,982",0.57,25,32,3
51,0,0.42,MF,21,6,Georginio Wijnaldum,0.42,Liverpool,0.18,83,33,3,0.06,0.64,0.18,36,2,0,nl NED,8,"2,972",0.64,25,21,0
52,0,0.12,MF,37,1,Harry Arter,0.12,Bournemouth,0.03,85,33,2,0.40,0.33,0.03,35,12,1,ie IRL,3,"2,957",1.13,26,11,1
53,0,0.03,"MF,DF",29,1,David Luiz,0.03,Chelsea,0.03,90,33,0,0.18,0.30,0.03,33,6,0,br BRA,0,"2,954",0.88,29,10,0
54,3,0.43,FW,42,10,Troy Deeney,0.34,Watford,0.31,80,31,6,0.21,0.55,0.21,37,7,0,eng ENG,4,"2,944",1.28,28,18,3
55,0,0.03,DF,27,0,Simon Francis,0.03,Bournemouth,0.00,86,34,0,0.15,0.00,0.00,34,4,1,eng ENG,1,"2,939",0.83,31,0,0
56,0,0.25,MF,29,6,Joe Allen,0.25,Stoke City,0.18,81,34,2,0.28,0.52,0.18,36,9,0,wal WAL,2,"2,930",0.89,26,17,0
57,0,0.09,DF,45,2,Robert Huth,0.09,Leicester City,0.06,89,33,0,0.28,0.25,0.06,33,9,0,de GER,1,"2,926",1.38,31,8,0
58,0,0.19,"MF,DF",43,2,José Holebas,0.19,Watford,0.06,88,33,0,0.43,0.22,0.06,33,14,0,gr GRE,4,"2,905",1.33,32,7,0
59,0,0.40,MF,49,5,Ross Barkley,0.40,Everton,0.16,81,32,4,0.16,0.93,0.16,36,5,0,eng ENG,8,"2,899",1.52,22,30,0
60,0,0.25,MF,38,7,Nathan Redmond,0.25,Southampton,0.22,78,32,5,0.09,0.87,0.22,37,2,1,eng ENG,1,"2,899",1.18,22,28,0
61,0,0.00,DF,21,0,Jan Vertonghen,0.00,Tottenham Hotspur,0.00,88,33,0,0.16,0.12,0.00,33,5,0,be BEL,0,"2,894",0.65,29,4,0
62,0,0.31,FW,41,8,Salomón Rondón,0.31,West Bromwich Albion,0.25,76,32,6,0.06,0.81,0.25,38,2,0,ve VEN,2,"2,891",1.28,26,26,0
63,0,0.72,MF,37,6,Kevin De Bruyne,0.72,Manchester City,0.19,80,33,3,0.13,0.59,0.19,36,4,0,be BEL,17,"2,877",1.16,25,19,1
64,2,0.44,FW,46,9,Álvaro Negredo,0.38,Middlesbrough,0.28,80,33,3,0.16,0.72,0.22,36,5,0,es ESP,5,"2,870",1.44,30,23,2
65,0,0.57,MF,13,8,Mesut Özil,0.57,Arsenal,0.25,86,32,1,0.06,0.57,0.25,33,2,0,de GER,10,"2,841",0.41,27,18,0
66,0,0.10,"FW,MF",32,2,George Boyd,0.10,Burnley,0.06,79,33,3,0.10,0.22,0.06,36,3,0,sco SCO,1,"2,836",1.02,30,7,0
67,3,0.32,"MF,FW",23,6,Riyad Mahrez,0.22,Leicester City,0.19,79,33,3,0.13,0.92,0.10,36,4,0,dz ALG,4,"2,825",0.73,25,29,5
68,0,0.06,DF,19,2,Laurent Koscielny,0.06,Arsenal,0.06,86,33,0,0.16,0.13,0.06,33,4,1,fr FRA,0,"2,822",0.61,30,4,0
69,2,0.16,DF,35,2,Leighton Baines,0.10,Everton,0.06,88,32,0,0.13,0.16,0.00,32,4,0,eng ENG,3,"2,819",1.12,31,5,3
70,0,0.06,MF,52,0,Adam Clayton,0.06,Middlesbrough,0.00,83,32,2,0.32,0.06,0.00,34,10,0,eng ENG,2,"2,804",1.67,27,2,0
71,0,0.55,FW,26,13,Jamie Vardy,0.55,Leicester City,0.42,80,33,2,0.10,0.84,0.42,35,2,1,eng ENG,4,"2,802",0.84,29,26,0
72,0,0.13,MF,65,4,Marten de Roon,0.13,Middlesbrough,0.13,84,32,1,0.26,0.23,0.13,33,8,0,nl NED,0,"2,773",2.11,25,7,0
73,0,0.07,"MF,DF",40,1,Sebastian Prödl,0.07,Watford,0.03,84,32,1,0.39,0.23,0.03,33,11,1,at AUT,1,"2,769",1.30,29,7,0
74,0,0.36,MF,29,4,David Silva,0.36,Manchester City,0.13,81,31,3,0.20,0.55,0.13,34,6,0,es ESP,7,"2,759",0.95,30,17,0
75,0,0.10,MF,48,2,Fernandinho,0.10,Manchester City,0.07,86,31,1,0.20,0.36,0.07,32,4,2,br BRA,1,"2,756",1.57,31,11,0
76,0,0.10,DF,18,1,Andrew Robertson,0.10,Hull City,0.03,83,31,2,0.16,0.03,0.03,33,5,0,sco SCO,2,"2,736",0.59,22,1,0
77,0,0.03,"MF,DF",45,1,Cheikhou Kouyaté,0.03,West Ham United,0.03,88,31,0,0.10,0.13,0.03,31,3,0,sn SEN,0,"2,722",1.49,26,4,0
78,0,0.36,"MF,FW",40,6,Marko Arnautović,0.36,Stoke City,0.20,85,32,0,0.33,0.63,0.20,32,9,1,at AUT,5,"2,714",1.33,27,19,1
79,0,0.03,DF,25,1,Kyle Naughton,0.03,Swansea City,0.03,88,31,0,0.17,0.17,0.03,31,5,0,eng ENG,0,"2,714",0.83,27,5,0
80,2,0.60,FW,58,16,Joshua King,0.53,Bournemouth,0.53,75,31,5,0.03,1.03,0.46,36,1,0,no NOR,2,"2,713",1.92,24,31,3
81,2,0.33,MF,20,8,Manuel Lanzini,0.27,West Ham United,0.27,77,31,4,0.30,0.70,0.20,35,9,0,ar ARG,2,"2,706",0.67,23,21,2
82,0,0.17,DF,36,0,Kyle Walker,0.17,Tottenham Hotspur,0.00,82,31,2,0.27,0.17,0.00,33,8,0,eng ENG,5,"2,701",1.20,26,5,0
83,0,0.03,MF,34,0,Adam Forshaw,0.03,Middlesbrough,0.00,79,30,4,0.13,0.20,0.00,34,4,0,eng ENG,1,"2,695",1.14,24,6,0
84,0,0.27,MF,33,1,Nemanja Matić,0.27,Chelsea,0.03,77,30,5,0.13,0.23,0.03,35,4,0,rs SRB,7,"2,694",1.10,27,7,0
85,0,0.30,DF,25,6,Marcos Alonso,0.30,Chelsea,0.20,87,30,1,0.07,0.57,0.20,31,2,0,es ESP,3,"2,693",0.84,25,17,0
86,0,0.10,MF,42,2,Jeff Hendrick,0.10,Burnley,0.07,84,31,1,0.23,0.20,0.07,32,6,1,ie IRL,1,"2,692",1.40,24,6,0
87,0,0.07,MF,51,1,Idrissa Gana Gueye,0.07,Everton,0.03,81,32,1,0.37,0.20,0.03,33,11,0,sn SEN,1,"2,681",1.71,26,6,0
88,0,0.00,GK,0,0,Kasper Schmeichel,0.00,Leicester City,0.00,89,30,0,0.03,0.00,0.00,30,1,0,dk DEN,0,"2,666",0.00,29,0,0
89,0,0.10,MF,18,0,Steven Davis,0.10,Southampton,0.00,83,29,3,0.10,0.17,0.00,32,3,0,nir NIR,3,"2,643",0.61,31,5,0
90,0,0.03,DF,50,0,Allan Nyom,0.03,West Bromwich Albion,0.00,82,29,3,0.27,0.03,0.00,32,8,0,cm CMR,1,"2,638",1.71,28,1,0
91,0,0.14,DF,30,2,Jonny Evans,0.14,West Bromwich Albion,0.07,85,30,1,0.27,0.17,0.07,31,8,0,nir NIR,2,"2,637",1.02,28,5,0
92,0,0.00,GK,0,0,Jordan Pickford,0.00,Sunderland,0.00,90,29,0,0.00,0.00,0.00,29,0,0,eng ENG,0,"2,610",0.00,22,0,0
93,0,0.00,GK,0,0,Wayne Hennessey,0.00,Crystal Palace,0.00,90,29,0,0.03,0.00,0.00,29,1,0,wal WAL,0,"2,610",0.00,29,0,0
94,0,0.31,MF,63,5,Paul Pogba,0.31,Manchester United,0.17,87,29,1,0.24,1.10,0.17,30,7,0,fr FRA,4,"2,608",2.17,23,32,0
95,0,0.03,DF,9,1,Toby Alderweireld,0.03,Tottenham Hotspur,0.03,87,30,0,0.03,0.31,0.03,30,1,0,be BEL,0,"2,601",0.31,27,9,0
96,0,0.03,DF,30,1,Nicolás Otamendi,0.03,Manchester City,0.03,86,29,1,0.31,0.10,0.03,30,9,0,ar ARG,0,"2,592",1.04,28,3,0
97,0,0.10,DF,33,2,Winston Reid,0.10,West Ham United,0.07,86,30,0,0.35,0.07,0.07,30,9,1,nz NZL,1,"2,587",1.15,28,2,0
98,0,0.11,DF,25,2,Dejan Lovren,0.11,Liverpool,0.07,88,29,0,0.21,0.18,0.07,29,6,0,hr CRO,1,"2,553",0.88,27,5,0
99,0,0.04,DF,15,1,Lamine Koné,0.04,Sunderland,0.04,85,29,1,0.14,0.21,0.04,30,4,0,ci CIV,0,"2,545",0.53,27,6,0
100,0,0.11,DF,34,1,Aleksandar Kolarov,0.11,Manchester City,0.04,87,27,2,0.21,0.36,0.04,29,6,0,rs SRB,2,"2,535",1.21,30,10,0
101,0,0.07,"DF,MF",22,0,Ahmed Elmohamady,0.07,Hull City,0.00,77,28,5,0.14,0.07,0.00,33,3,1,eg EGY,2,"2,524",0.78,28,2,0
102,5,1.21,FW,23,29,Harry Kane,1.04,Tottenham Hotspur,1.04,84,29,1,0.11,2.07,0.86,30,3,0,eng ENG,5,"2,521",0.82,23,58,6
103,0,0.04,"DF,MF",39,1,Didier Ibrahim Ndong,0.04,Sunderland,0.04,81,27,4,0.18,0.18,0.04,31,5,0,ga GAB,0,"2,520",1.39,22,5,0
104,0,0.00,GK,0,0,Lee Grant,0.00,Stoke City,0.00,90,28,0,0.04,0.00,0.00,28,1,0,eng ENG,0,"2,520",0.00,33,0,0
105,0,0.00,GK,0,0,Simon Mignolet,0.00,Liverpool,0.00,90,28,0,0.00,0.00,0.00,28,0,0,be BEL,0,"2,520",0.00,28,0,0
106,0,0.00,GK,0,0,Víctor Valdés,0.00,Middlesbrough,0.00,90,28,0,0.04,0.00,0.00,28,1,0,es ESP,0,"2,520",0.00,34,0,0
107,0,0.25,"MF,FW",19,3,Andros Townsend,0.25,Crystal Palace,0.11,70,30,6,0.14,0.46,0.11,36,4,0,eng ENG,4,"2,519",0.68,25,13,0
108,0,0.11,DF,22,0,Cédric Soares,0.11,Southampton,0.00,84,30,0,0.25,0.21,0.00,30,7,0,pt POR,3,"2,515",0.79,24,6,0
109,0,0.54,"FW,MF",35,7,Raheem Sterling,0.54,Manchester City,0.25,76,29,4,0.25,0.86,0.25,33,7,0,eng ENG,8,"2,508",1.26,21,24,0
110,0,0.18,"DF,MF",24,2,Ryan Bertrand,0.18,Southampton,0.07,90,28,0,0.11,0.22,0.07,28,3,0,eng ENG,3,"2,507",0.86,26,6,0
111,0,0.18,DF,20,1,Héctor Bellerín,0.18,Arsenal,0.04,76,27,6,0.14,0.18,0.04,33,4,0,es ESP,4,"2,503",0.72,21,5,0
112,0,0.14,MF,37,2,Granit Xhaka,0.14,Arsenal,0.07,78,28,4,0.25,0.33,0.07,32,5,2,ch SUI,2,"2,485",1.34,23,9,0
113,0,0.14,"MF,DF",33,1,Antonio Valencia,0.14,Manchester United,0.04,89,27,1,0.18,0.14,0.04,28,5,0,ec ECU,3,"2,483",1.20,30,4,0
114,0,0.18,"FW,MF",28,3,Victor Moses,0.18,Chelsea,0.11,73,29,5,0.14,0.54,0.11,34,4,0,ng NGA,2,"2,483",1.01,25,15,0
115,0,0.25,MF,17,3,Chris Brunt,0.25,West Bromwich Albion,0.11,80,27,4,0.18,0.40,0.11,31,5,0,nir NIR,4,"2,477",0.62,31,11,0
116,0,0.11,MF,46,1,Danny Drinkwater,0.11,Leicester City,0.04,85,27,2,0.22,0.11,0.04,29,6,0,eng ENG,2,"2,466",1.68,26,3,0
117,0,0.22,MF,48,1,Ander Herrera,0.22,Manchester United,0.04,80,27,4,0.26,0.18,0.04,31,6,1,es ESP,5,"2,464",1.75,26,5,0
118,0,0.04,"DF,MF",14,1,Joël Matip,0.04,Liverpool,0.04,85,27,2,0.11,0.15,0.04,29,3,0,cm CMR,0,"2,457",0.51,24,4,0
119,0,0.59,FW,51,15,Fernando Llorente,0.59,Swansea City,0.55,74,28,5,0.07,0.96,0.55,33,2,0,es ESP,1,"2,442",1.88,31,26,0
120,2,0.81,FW,54,17,Zlatan Ibrahimović,0.74,Manchester United,0.63,87,27,1,0.26,1.66,0.55,28,7,0,se SWE,5,"2,438",1.99,34,45,3
121,0,0.44,"MF,FW",30,9,Michail Antonio,0.44,West Ham United,0.33,84,29,0,0.22,0.85,0.33,29,5,1,eng ENG,3,"2,434",1.11,26,23,0
122,0,0.04,DF,20,1,Wes Morgan,0.04,Leicester City,0.04,90,27,0,0.11,0.11,0.04,27,3,0,jm JAM,0,"2,430",0.74,32,3,0
123,0,0.15,DF,10,4,Alfie Mawson,0.15,Swansea City,0.15,90,27,0,0.04,0.15,0.15,27,1,0,eng ENG,0,"2,430",0.37,22,4,0
124,0,0.07,DF,26,0,Federico Fernández,0.07,Swansea City,0.00,90,27,0,0.26,0.07,0.00,27,7,0,ar ARG,2,"2,430",0.96,27,2,0
125,0,0.00,MF,39,0,Claudio Yacob,0.00,West Bromwich Albion,0.00,73,27,6,0.33,0.00,0.00,33,9,0,ar ARG,0,"2,418",1.45,29,0,0
126,1,0.30,MF,30,3,Dušan Tadić,0.26,Southampton,0.11,73,30,3,0.15,0.82,0.07,33,4,0,rs SRB,5,"2,411",1.12,27,22,2
127,0,0.30,MF,21,2,Marc Albrighton,0.30,Leicester City,0.07,73,29,4,0.19,0.26,0.07,33,5,0,eng ENG,6,"2,411",0.78,26,7,0
128,0,0.30,MF,48,6,Leroy Fer,0.30,Swansea City,0.22,71,27,7,0.34,0.41,0.22,34,9,0,nl NED,2,"2,404",1.80,26,11,0
129,4,0.90,FW,23,20,Sergio Agüero,0.75,Manchester City,0.75,78,25,6,0.19,2.02,0.60,31,4,1,ar ARG,4,"2,403",0.86,28,54,5
130,1,0.11,MF,27,3,Mark Noble,0.08,West Ham United,0.11,80,29,1,0.38,0.26,0.08,30,10,0,eng ENG,0,"2,389",1.02,29,7,2
131,0,0.27,"DF,MF",70,5,Emre Can,0.27,Liverpool,0.19,74,26,6,0.23,0.42,0.19,32,6,0,de GER,2,"2,371",2.66,22,11,0
132,0,0.54,"FW,MF",17,8,Adam Lallana,0.54,Liverpool,0.31,76,27,4,0.11,0.73,0.31,31,3,0,eng ENG,6,"2,348",0.65,28,19,0
133,0,0.27,"MF,DF",18,4,Séamus Coleman,0.27,Everton,0.16,89,26,0,0.12,0.31,0.16,26,3,0,ie IRL,3,"2,316",0.70,27,8,0
134,0,0.12,DF,24,2,Harry Maguire,0.12,Hull City,0.08,80,25,4,0.20,0.39,0.08,29,5,0,eng ENG,1,"2,307",0.94,23,10,0
135,0,0.12,DF,36,1,Miguel Britos,0.12,Watford,0.04,85,27,0,0.39,0.20,0.04,27,8,2,uy URU,2,"2,282",1.42,31,5,0
136,0,0.04,MF,18,0,Glenn Whelan,0.04,Stoke City,0.00,76,26,4,0.20,0.08,0.00,30,5,0,ie IRL,1,"2,275",0.71,32,2,0
137,0,0.16,DF,36,2,Shkodran Mustafi,0.16,Arsenal,0.08,88,26,0,0.44,0.24,0.08,26,11,0,de GER,2,"2,274",1.42,24,6,0
138,0,0.04,DF,25,1,Billy Jones,0.04,Sunderland,0.04,84,25,2,0.32,0.16,0.04,27,8,0,eng ENG,0,"2,270",0.99,29,4,0
139,2,0.48,FW,17,9,Andre Gray,0.40,Burnley,0.36,71,26,6,0.08,0.76,0.28,32,2,0,eng ENG,3,"2,259",0.68,25,19,2
140,0,0.20,"MF,DF",14,3,Phil Jagielka,0.20,Everton,0.12,83,25,2,0.24,0.24,0.12,27,5,1,eng ENG,2,"2,250",0.56,33,6,0
141,0,0.72,"MF,FW",32,13,Sadio Mané,0.72,Liverpool,0.52,83,26,1,0.16,1.01,0.52,27,4,0,sn SEN,5,"2,235",1.29,24,25,0
142,0,0.00,"DF,MF",24,0,Jack Cork,0.00,Swansea City,0.00,74,25,5,0.28,0.20,0.00,30,7,0,eng ENG,0,"2,232",0.97,27,5,0
143,0,0.85,"FW,MF",18,13,Philippe Coutinho,0.85,Liverpool,0.53,72,28,3,0.08,1.58,0.53,31,2,0,br BRA,8,"2,227",0.73,24,39,0
144,0,0.16,MF,9,1,Stewart Downing,0.16,Middlesbrough,0.04,74,24,6,0.04,0.20,0.04,30,1,0,eng ENG,3,"2,214",0.37,32,5,0
145,0,0.00,DF,26,0,Antonio Barragán,0.00,Middlesbrough,0.00,84,26,0,0.21,0.00,0.00,26,5,0,es ESP,0,"2,193",1.07,29,0,0
146,0,0.50,MF,12,4,Matt Phillips,0.50,West Bromwich Albion,0.17,81,26,1,0.08,0.41,0.17,27,2,0,sco SCO,8,"2,181",0.50,25,10,0
147,0,0.08,DF,23,1,Calum Chambers,0.08,Middlesbrough,0.04,90,24,0,0.17,0.08,0.04,24,4,0,eng ENG,1,"2,160",0.96,21,2,0
148,0,0.04,"MF,DF",17,0,John O'Shea,0.04,Sunderland,0.00,77,26,2,0.21,0.08,0.00,28,5,0,ie IRL,1,"2,158",0.71,35,2,0
149,0,0.76,"MF,FW",32,9,Pedro,0.76,Chelsea,0.38,61,26,9,0.25,0.76,0.38,35,6,0,es ESP,9,"2,140",1.35,29,18,0
150,0,0.08,DF,12,0,Curtis Davies,0.08,Hull City,0.00,82,25,1,0.17,0.08,0.00,26,4,0,eng ENG,2,"2,135",0.51,31,2,0
151,1,0.38,"MF,FW",17,5,Nacer Chadli,0.34,West Bromwich Albion,0.21,69,27,4,0.08,0.76,0.17,31,2,0,be BEL,4,"2,134",0.72,26,18,1
152,0,0.25,MF,31,4,Yohan Cabaye,0.25,Crystal Palace,0.17,66,25,7,0.30,0.47,0.17,32,7,0,fr FRA,2,"2,125",1.31,30,11,1
153,0,0.04,DF,12,1,Gaël Clichy,0.04,Manchester City,0.04,85,24,1,0.08,0.04,0.04,25,2,0,fr FRA,0,"2,123",0.51,31,1,0
154,0,0.08,"MF,DF",18,0,Martin Kelly,0.08,Crystal Palace,0.00,73,25,4,0.17,0.00,0.00,29,4,0,eng ENG,2,"2,123",0.76,26,0,0
155,0,0.09,DF,11,0,Aaron Cresswell,0.09,West Ham United,0.00,81,24,2,0.17,0.09,0.00,26,3,1,eng ENG,2,"2,116",0.47,26,2,0
156,0,0.21,MF,28,1,Jordan Henderson,0.21,Liverpool,0.04,88,24,0,0.34,0.17,0.04,24,8,0,eng ENG,4,"2,116",1.19,26,4,0
157,0,0.13,MF,47,2,Gareth Barry,0.13,Everton,0.09,64,23,10,0.43,0.30,0.09,33,10,0,eng ENG,1,"2,108",2.01,35,7,0
158,0,0.09,MF,37,1,Scott Arfield,0.09,Burnley,0.04,68,23,8,0.13,0.30,0.04,31,3,0,ca CAN,1,"2,102",1.58,27,7,0
159,0,0.13,"FW,MF",47,0,Nordin Amrabat,0.13,Watford,0.00,72,25,4,0.17,0.26,0.00,29,4,0,ma MAR,3,"2,091",2.02,29,6,0
